CustomerNo,Sex,Marital status,Age,Education,Income,Occupation,Size of Community
820,0,1,26,1,96716,1,2
821,0,1,27,1,95171,1,0
822,0,1,24,1,129162,1,2
823,0,0,41,1,118742,1,0
824,0,0,47,1,74511,0,0
825,0,1,35,1,157272,2,1
826,0,1,30,1,102374,1,0
827,1,1,33,1,131492,1,0
828,0,0,36,1,128702,1,2
829,0,0,47,1,177509,1,2
830,0,0,38,1,163451,1,1
831,0,0,44,1,144900,1,1
832,1,1,23,1,97115,1,2
833,0,0,29,0,196568,1,2
834,1,1,42,2,158405,1,0
835,1,1,25,1,97376,0,0
836,0,0,48,1,108678,1,1
837,1,1,21,1,92351,1,0
838,1,1,23,1,61211,0,0
839,0,0,63,2,138644,1,0
840,0,1,46,2,124824,1,2
841,0,0,29,0,132852,1,0
842,0,0,28,0,81069,0,0
843,1,1,23,1,104094,1,2
844,0,0,50,1,114853,1,0
845,0,0,47,1,130344,1,2
846,0,0,35,1,135090,1,0
847,0,0,68,2,179151,1,2
848,0,1,28,1,97390,1,1
849,0,0,59,2,120160,1,0
850,0,0,57,2,82277,0,0
851,0,1,33,1,110844,1,2
852,0,0,43,1,133105,1,0
853,0,0,35,1,102042,1,0
854,0,0,32,0,69370,0,0
855,0,0,45,1,200298,1,1
856,0,1,33,1,117039,1,2
857,1,1,40,2,107585,1,2
858,0,0,28,0,114429,1,0
859,1,1,29,1,128234,1,2
860,0,0,26,0,128580,1,2
861,0,0,27,0,177757,1,1
862,0,1,28,1,106222,1,0
863,1,1,35,1,118428,1,2
864,0,0,32,0,139477,0,0
865,0,0,25,0,71159,0,0
866,1,1,20,1,131370,1,2
867,1,1,27,1,111567,1,2
868,0,0,42,1,125482,1,2
869,0,0,37,1,160642,1,2
870,1,1,24,1,92498,1,0
871,1,1,40,2,199711,1,2
872,0,0,46,1,127588,1,2
873,0,0,26,0,107508,1,2
874,1,1,24,1,94629,1,2
875,0,0,29,0,87598,0,2
876,1,1,40,2,161194,1,1
877,0,0,36,1,137342,2,2
878,0,0,28,0,116848,1,1
879,0,0,27,0,125190,2,1
880,0,0,36,1,153441,1,0
881,0,0,38,1,195328,2,2
882,0,1,48,2,190413,1,0
883,0,0,36,1,118656,1,1
884,1,1,65,3,69487,0,0
885,0,1,43,2,145313,1,1
886,1,1,53,2,117005,1,1
887,0,0,34,1,123243,1,1
888,0,0,23,0,237799,1,1
889,0,0,34,1,180617,2,2
890,0,0,40,1,167019,1,0
891,0,0,43,1,147745,2,2
892,0,0,46,1,114254,1,1
893,0,0,38,1,81155,0,0
894,0,0,34,1,151803,1,2
895,0,0,29,0,94356,1,2
896,0,0,31,0,200621,2,2
897,1,1,28,1,144448,2,1
898,1,1,35,1,150797,1,0
899,1,1,33,1,84404,0,0
900,0,0,42,1,133373,1,2
901,0,0,43,1,119502,1,2
902,0,1,44,2,131619,1,0
903,0,0,42,1,194084,1,2
904,0,1,40,1,108278,1,1
905,0,0,36,1,130987,2,1
906,0,0,20,0,116582,2,2
907,0,0,24,0,85270,0,0
908,0,1,27,1,129227,1,0
909,1,1,46,2,108291,0,0
910,1,1,33,1,103091,0,0
911,1,1,34,1,136975,1,1
912,1,1,25,1,111502,0,0
913,1,1,25,1,124750,1,1
914,0,1,28,1,146463,1,2
915,0,0,31,0,115075,1,0
916,1,1,32,1,308491,2,1
917,0,0,32,0,126368,1,0
918,0,0,68,2,287247,2,2
919,0,1,33,1,125535,1,2
920,0,0,39,1,153223,2,2
921,1,1,28,1,106873,1,1
922,0,0,37,1,268906,2,1
923,1,1,22,1,97757,1,2
924,0,0,30,0,112151,1,1
925,0,1,55,2,172909,1,0
926,0,0,46,1,103387,1,1
927,1,1,21,1,93916,1,2
928,0,0,39,1,189963,1,2
929,0,0,58,2,124191,1,0
930,0,0,43,1,77205,0,0
931,0,0,24,0,65917,0,0
932,1,1,22,1,109676,1,0
933,0,0,30,0,95682,1,2
934,0,0,42,1,125516,1,2
935,1,1,23,1,99822,1,0
936,0,0,30,0,154854,2,1
937,1,1,28,1,84582,0,0
938,0,1,30,1,145800,2,0
939,0,0,42,1,162869,1,1
940,0,0,46,1,192379,2,2
941,0,0,45,1,159757,2,2
942,0,0,31,0,69571,0,0
943,0,0,31,0,93648,1,2
944,0,0,42,1,77472,0,0
945,1,1,46,2,121501,1,0
946,1,1,30,1,207262,1,0
947,0,0,30,0,143082,1,2
948,0,0,38,1,147760,2,1
949,0,1,43,2,82082,0,0
950,0,0,31,0,132991,1,1
951,0,1,40,1,78436,0,0
952,0,0,24,0,99737,1,2
953,1,1,28,1,164915,1,0
954,1,1,26,1,223185,2,1
955,1,1,29,1,108400,1,2
956,1,1,57,2,194882,2,1
957,0,0,49,1,122186,0,0
958,0,0,37,1,79594,0,0
959,0,0,45,1,104355,0,0
960,0,0,30,0,135894,1,2
961,0,1,30,1,103699,1,1
962,0,1,47,2,132145,1,1
963,0,0,29,0,117272,1,2
964,0,0,35,1,137932,1,0
965,0,1,22,1,63972,0,0
966,1,1,26,1,113299,1,2
967,0,0,23,0,108540,0,0
968,1,1,54,2,174424,2,2
969,0,1,29,1,154991,1,2
970,0,0,40,1,99723,0,0
971,0,0,22,0,114584,1,2
972,0,0,43,1,135275,0,0
973,1,1,29,1,41680,0,0
974,0,0,36,1,158769,1,1
975,1,1,33,1,120596,1,0
976,1,1,57,2,139641,0,0
977,1,1,64,3,134377,1,0
978,0,0,42,1,125804,1,2
979,0,0,47,1,91858,0,0
980,0,1,25,1,117641,1,2
981,0,0,49,1,188594,1,1
982,0,0,33,1,162827,2,2
983,1,1,28,1,178991,2,2
984,0,0,26,0,159739,1,1
985,0,0,30,0,73401,0,0
986,1,1,25,1,100794,1,2
987,0,1,33,1,167763,1,1
988,1,1,64,3,145174,1,0
989,0,0,29,0,176292,2,1
990,0,0,48,1,94024,0,0
991,0,0,37,1,93740,0,0
992,0,0,34,1,85685,0,0
993,0,1,23,1,69997,0,0
994,0,0,30,0,151938,2,2
995,0,0,50,1,122830,1,1
996,1,1,31,1,78489,0,0
997,0,1,40,1,161999,2,1
998,0,0,38,1,98032,1,2
999,0,0,23,0,96060,1,0
1000,0,0,27,0,147968,1,1
1001,1,1,63,2,134853,1,1
1002,0,0,66,2,157576,2,2
1003,0,1,43,2,203738,2,1
1004,0,1,44,2,280570,2,2
1005,0,1,65,3,69487,0,2
1006,1,1,73,3,214126,2,1
1007,0,0,60,2,136671,1,1
1008,0,1,62,2,174337,1,1
1009,1,1,58,2,126710,1,1
1010,1,1,43,2,167139,2,2
1011,0,0,64,2,122094,1,2
1012,0,1,37,3,170113,2,2
1013,1,1,46,2,192698,2,1
1014,0,1,57,2,144197,1,2
1015,0,1,51,2,133623,1,1
1016,1,1,32,3,171052,2,2
1017,0,0,64,2,130492,1,2
1018,0,0,68,2,135705,1,1
1019,1,1,55,2,171804,2,2
1020,0,0,73,2,192167,2,1
1021,1,1,34,3,134377,1,2
1022,0,1,44,2,146716,1,1
1023,0,0,58,2,267872,1,1
1024,1,1,65,2,142193,0,1
1025,1,1,56,2,183765,1,1
1026,1,1,42,2,218664,2,2
1027,1,1,65,3,145174,1,2
1028,0,0,72,2,224961,2,2
1029,1,1,45,2,262634,2,2
1030,0,0,68,2,287106,2,2
1031,0,0,60,2,166298,2,1
1032,1,1,30,3,133328,0,2
1033,0,0,63,2,129798,1,1
1034,0,0,57,2,281084,2,1
1035,1,1,46,2,160678,1,2
1036,1,1,70,3,167532,1,1
1037,0,0,65,2,178591,1,2
1038,0,0,63,2,273063,2,2
1039,0,1,54,2,149410,1,2
1040,0,1,49,2,124658,1,2
1041,1,1,64,2,153645,1,2
1042,1,1,61,2,308529,2,2
1043,1,1,57,2,155062,1,2
1044,1,1,42,2,199654,1,2
1045,0,0,62,2,124723,1,2
1046,1,1,41,2,127752,1,2
1047,1,1,51,2,157595,2,1
1048,1,1,38,2,135534,1,2
1049,1,1,56,2,166264,2,2
1050,1,1,43,2,147259,1,1
1051,1,1,48,2,161116,1,1
1052,0,0,61,2,139380,1,1
1053,0,1,48,2,213768,2,2
1054,0,0,68,2,125903,1,2
1055,1,1,62,2,163940,1,1
1056,1,1,56,2,173378,2,2
1057,1,1,53,2,126847,1,1
1058,0,1,33,3,166712,1,2
1059,1,1,60,2,189166,1,1
1060,1,1,47,2,161714,1,1
1061,0,1,25,3,214364,2,2
1062,0,0,64,2,184680,1,1
1063,0,0,73,2,214732,2,1
1064,0,1,66,2,152527,1,1
1065,1,1,76,3,170366,2,1
1066,1,1,60,2,194532,2,1
1067,1,1,57,2,125883,1,2
1068,0,1,30,3,131242,1,2
1069,0,1,43,2,159880,2,1
1070,0,0,57,2,165519,1,2
1071,0,1,51,2,149653,1,1
1072,1,1,61,2,134102,1,1
1073,0,0,64,2,159378,2,2
1074,0,1,41,2,205476,2,1
1075,0,1,43,2,280566,2,2
1076,0,1,67,3,71823,0,2
1077,1,1,71,3,211572,2,1
1078,0,0,59,2,136123,1,1
1079,0,1,60,2,176372,1,1
1080,1,1,60,2,128271,1,1
1081,1,1,45,2,169020,2,2
1082,0,0,63,2,122267,1,2
1083,0,1,38,3,169324,2,2
1084,1,1,46,2,192561,2,1
1085,0,1,55,2,145781,1,2
1086,0,1,50,2,135376,1,1
1087,1,1,30,3,169002,2,2
1088,0,0,63,2,128469,1,2
1089,0,0,67,2,135567,1,1
1090,1,1,54,2,170644,2,2
1091,0,0,71,2,192360,2,1
1092,1,1,32,3,133235,1,2
1093,1,1,45,2,260847,2,2
1094,0,0,65,2,285647,2,2
1095,0,0,62,2,164816,2,1
1096,1,1,28,3,130148,0,2
1097,0,0,65,2,129838,1,1
1098,0,0,57,2,281647,2,1
1099,1,1,48,2,157305,1,2
1100,1,1,71,3,163654,1,1
1101,0,0,38,1,82398,1,1
1102,0,1,40,1,107710,1,1
1103,0,0,49,1,122346,1,1
1104,0,1,32,1,155540,2,1
1105,0,0,45,1,127572,1,1
1106,0,0,40,1,154031,2,1
1107,0,0,66,2,164931,2,2
1108,0,0,38,1,123003,1,2
1109,0,1,20,1,89605,1,1
1110,0,0,48,1,117721,1,1
1111,0,1,46,2,168904,2,1
1112,0,0,32,1,137576,2,2
1113,0,0,54,1,111274,1,1
1114,0,1,24,1,94249,2,2
1115,0,1,27,1,180940,2,1
1116,0,0,57,1,125032,1,2
1117,0,0,38,1,138011,2,1
1118,0,0,40,1,144850,1,1
1119,0,1,20,1,107270,1,2
1120,0,0,36,1,113405,2,2
1121,0,0,47,1,137338,1,2
1122,0,0,64,2,125119,0,2
1123,0,0,42,1,159745,2,2
1124,0,0,44,1,181262,2,2
1125,0,1,30,1,90500,2,2
1126,0,0,37,1,102733,1,1
1127,0,0,42,1,135493,1,2
1128,0,1,62,2,169044,1,1
1129,0,0,49,1,178549,1,2
1130,0,0,52,1,159716,1,2
1131,0,1,36,1,170118,2,1
1132,0,0,49,1,143886,0,1
1133,0,0,42,1,130164,2,2
1134,0,0,38,1,114476,1,1
1135,0,0,50,1,126143,1,1
1136,0,1,34,1,129654,2,2
1137,0,0,43,1,123202,1,2
1138,0,0,40,1,160524,1,1
1139,0,0,56,2,126906,1,1
1140,0,0,41,1,143994,2,2
1141,0,1,30,1,123517,2,2
1142,0,1,28,1,129055,1,2
1143,0,0,64,2,136312,0,2
1144,0,0,67,2,112486,1,2
1145,0,0,37,1,152401,2,1
1146,0,0,31,1,157453,2,1
1147,0,0,32,1,142870,2,2
1148,0,1,52,2,137231,1,2
1149,0,1,31,1,104406,1,1
1150,0,0,36,1,145385,2,1
1151,0,1,32,1,146519,2,1
1152,0,0,51,1,126227,1,2
1153,0,0,47,1,112227,2,1
1154,0,1,34,1,110145,1,2
1155,0,1,46,2,149419,1,1
1156,0,1,42,1,176646,1,1
1157,0,0,39,1,91019,2,1
1158,0,0,50,1,169579,1,2
1159,0,0,42,1,142305,1,2
1160,0,1,36,1,130602,1,1
1161,0,1,18,1,98992,1,1
1162,0,0,35,1,181926,2,2
1163,0,0,38,1,152864,1,2
1164,0,0,39,1,135837,2,2
1165,0,1,24,1,121757,0,2
1166,0,0,41,1,182274,1,1
1167,0,0,36,1,149040,2,2
1168,0,0,37,1,154196,2,2
1169,0,1,45,2,135332,1,1
1170,0,0,41,1,134200,2,2
1171,0,0,36,1,177171,2,2
1172,0,0,38,1,115964,0,2
1173,0,0,38,1,136871,0,1
1174,0,1,53,2,159559,2,2
1175,0,0,35,1,113878,1,2
1176,0,0,48,1,171203,2,2
1177,0,0,36,1,102180,1,2
1178,0,1,22,1,116844,2,1
1179,0,0,35,1,139844,2,2
1180,0,0,42,1,156431,0,1
1181,0,0,39,1,116137,0,1
1182,0,0,31,1,143081,1,1
1183,0,0,33,1,155870,2,2
1184,0,1,31,1,106924,0,1
1185,0,0,42,1,102133,1,1
1186,0,0,61,2,145227,0,1
1187,0,0,38,1,159500,2,2
1188,0,0,33,1,98498,0,1
1189,0,0,48,1,159714,1,2
1190,0,0,31,1,121852,0,1
1191,0,0,52,1,141271,2,2
1192,0,1,27,1,123213,1,2
1193,0,0,40,1,143723,2,1
1194,0,0,34,1,112538,0,1
1195,0,1,26,1,97932,2,2
1196,0,0,30,1,154003,0,1
1197,0,0,53,1,177179,1,1
1198,0,0,45,1,128052,1,2
1199,0,0,32,1,114617,2,1
1200,0,0,35,1,182822,2,2
1201,0,1,26,1,177215,1,2
1202,0,0,30,1,110929,1,1
1203,0,0,37,1,111821,1,1
1204,0,0,32,1,97306,2,1
1205,0,1,40,1,157231,1,1
1206,0,0,44,1,126906,0,2
1207,0,0,43,1,133243,1,2
1208,0,0,51,1,112250,1,1
1209,0,0,37,1,104349,0,1
1210,0,0,33,1,151421,1,2
1211,0,1,32,1,178081,2,1
1212,0,0,35,1,110181,0,2
1213,0,1,30,1,113012,1,1
1214,0,1,35,1,154585,2,2
1215,0,0,40,1,144704,2,1
1216,0,0,37,1,141632,2,2
1217,0,0,37,1,105055,1,2
1218,0,0,37,1,124597,1,2
1219,0,0,53,1,160164,2,1
1220,0,0,34,1,151754,2,1
1221,0,0,51,1,155551,1,1
1222,0,1,26,1,94986,1,2
1223,0,0,34,1,175800,0,1
1224,0,0,51,1,126246,2,1
1225,0,0,33,1,116261,1,2
1226,0,1,32,1,117796,0,2
1227,0,0,39,1,115363,1,1
1228,0,0,53,1,169076,1,1
1229,0,0,34,1,97474,2,2
1230,0,0,37,1,140341,1,2
1231,0,1,28,1,114503,1,1
1232,0,1,25,1,102937,1,2
1233,0,0,36,1,151781,2,2
1234,0,1,36,1,123133,1,2
1235,0,0,35,1,118879,1,2
1236,0,1,21,1,158683,1,1
1237,0,1,29,1,107514,1,2
1238,0,0,60,2,193879,1,1
1239,0,0,45,1,135043,1,1
1240,0,1,56,2,108559,0,1
1241,0,1,30,1,121038,1,2
1242,0,0,52,1,151947,2,2
1243,0,1,26,1,118820,1,1
1244,0,0,43,1,121517,1,1
1245,0,0,34,1,113572,1,1
1246,0,1,22,1,131170,1,2
1247,0,0,42,1,92430,0,1
1248,0,0,38,1,124554,0,1
1249,0,1,29,1,115988,1,2
1250,0,0,44,1,107301,1,2
1251,0,1,29,1,103767,2,1
1252,0,0,44,1,141493,1,2
1253,0,0,38,1,154339,1,2
1254,0,1,26,1,112369,0,1
1255,0,0,53,1,158193,1,1
1256,0,0,43,1,143734,1,1
1257,0,0,33,1,121890,1,1
1258,0,0,52,1,127609,0,1
1259,0,1,26,1,94650,0,2
1260,0,0,38,1,175504,2,1
1261,0,0,47,1,165495,1,2
1262,0,1,26,1,120389,1,1
1263,0,1,36,1,165340,1,1
1264,0,0,36,1,119804,1,1
1265,0,0,57,2,154344,2,1
1266,0,1,31,1,106266,2,2
1267,0,0,45,1,136129,1,1
1268,0,0,40,1,151914,2,1
1269,0,1,21,1,121473,1,1
1270,0,0,46,1,127147,1,2
1271,0,0,35,1,125387,1,2
1272,0,1,31,1,139490,0,2
1273,0,0,51,1,124990,1,2
1274,0,1,21,1,101471,2,1
1275,0,0,48,1,155708,1,1
1276,0,0,48,1,142345,1,2
1277,0,0,68,2,148675,0,1
1278,0,1,45,2,116484,1,2
1279,0,0,35,1,150237,2,2
1280,0,1,22,1,100273,1,2
1281,0,0,44,1,122292,0,1
1282,0,0,52,1,159216,1,1
1283,0,0,48,1,130082,1,2
1284,0,0,33,1,139547,1,2
1285,0,1,35,1,122895,1,1
1286,0,1,64,2,154549,1,1
1287,0,0,58,1,149315,0,2
1288,0,1,24,1,118101,0,2
1289,0,0,40,1,115831,0,2
1290,0,0,49,1,118571,2,2
1291,0,0,31,1,138906,1,2
1292,0,0,46,1,98520,1,2
1293,0,0,46,1,106576,1,1
1294,0,0,49,1,121592,1,1
1295,0,0,29,1,135605,0,1
1296,0,0,37,1,114552,1,2
1297,0,0,33,1,151339,2,1
1298,0,0,71,2,170387,1,2
1299,0,0,35,1,118288,1,2
1300,0,0,40,1,109992,1,2
1301,1,0,27,1,90654,0,0
1302,1,0,61,2,113290,0,0
1303,1,1,29,1,100093,1,1
1304,1,0,33,1,109489,1,0
1305,1,0,56,2,139427,0,0
1306,1,1,27,1,123411,1,1
1307,1,1,22,1,137925,1,0
1308,1,1,19,1,99119,1,0
1309,1,1,28,1,91084,1,1
1310,1,1,24,1,110137,1,1
1311,1,1,27,1,67041,0,0
1312,1,1,30,1,127299,1,1
1313,1,0,26,1,84555,0,0
1314,1,1,26,1,123895,1,0
1315,1,1,23,1,94324,1,1
1316,1,1,28,1,96062,1,0
1317,1,1,67,3,144843,1,0
1318,1,1,27,1,107485,1,1
1319,1,1,32,1,98573,1,0
1320,1,0,24,1,107462,0,0
1321,1,1,28,1,115809,1,1
1322,1,0,48,2,118749,0,0
1323,1,1,32,1,139112,1,1
1324,1,1,25,1,94075,1,0
1325,1,1,57,2,62002,0,0
1326,1,1,28,1,127262,1,0
1327,1,1,24,1,122846,1,1
1328,1,1,25,1,61907,0,0
1329,1,0,31,1,89287,0,0
1330,1,0,33,1,103696,1,1
1331,1,1,50,2,147603,1,0
1332,1,1,58,2,139229,0,1
1333,1,1,27,1,107932,0,0
1334,1,1,48,2,116235,0,0
1335,1,1,22,1,85974,0,0
1336,1,1,40,1,124001,0,0
1337,1,1,32,1,121428,1,0
1338,1,0,25,1,93233,0,0
1339,1,1,27,1,67965,0,0
1340,1,1,27,1,88001,0,0
1341,1,1,23,1,129112,1,0
1342,1,1,32,1,109324,1,1
1343,1,1,25,1,112785,1,1
1344,1,1,46,2,136735,0,0
1345,1,1,21,1,107779,1,1
1346,1,1,29,1,103526,1,0
1347,1,1,31,1,93171,0,0
1348,1,0,26,1,106559,0,0
1349,1,1,23,1,112728,1,1
1350,1,0,38,1,102855,1,1
1351,1,0,35,1,85381,0,0
1352,1,1,27,1,100762,1,1
1353,1,1,22,1,131445,1,1
1354,1,1,52,2,123194,1,0
1355,1,1,19,1,99519,1,1
1356,1,1,23,1,112853,1,0
1357,1,0,42,1,110509,1,0
1358,1,1,27,1,106446,1,1
1359,1,1,39,2,89665,0,0
1360,1,1,50,2,128233,1,1
1361,1,1,36,1,133615,1,0
1362,1,1,25,1,115833,1,1
1363,1,1,27,1,65560,0,0
1364,1,1,30,1,118642,1,0
1365,1,0,22,1,63635,0,0
1366,1,1,27,1,122649,1,1
1367,1,0,31,1,143321,2,1
1368,1,1,29,1,99556,1,0
1369,1,0,34,1,36760,0,0
1370,1,0,33,1,71935,0,0
1371,1,1,26,1,114977,1,0
1372,1,1,36,1,147691,1,1
1373,1,1,26,1,54296,0,0
1374,1,1,39,1,80014,0,0
1375,1,1,44,2,77887,0,0
1376,1,1,46,2,98517,0,0
1377,1,1,31,1,103012,0,0
1378,1,0,26,1,121377,1,0
1379,1,1,22,1,91359,1,1
1380,1,0,48,2,104833,0,0
1381,1,1,27,1,101209,1,0
1382,1,0,30,1,58207,0,0
1383,1,1,27,1,116708,1,1
1384,1,1,36,1,107471,1,1
1385,1,1,31,1,128495,1,0
1386,1,0,21,1,124468,1,0
1387,1,1,26,1,106922,1,1
1388,1,0,24,1,104291,1,0
1389,1,1,29,1,98204,1,0
1390,1,1,32,1,127071,1,0
1391,1,1,45,2,85115,0,0
1392,1,1,58,2,104013,0,0
1393,1,1,25,1,89863,1,0
1394,1,1,67,3,135300,1,0
1395,1,1,53,2,107861,0,0
1396,1,1,24,1,123994,1,0
1397,1,0,20,1,91270,0,0
1398,1,1,71,3,133245,0,0
1399,1,1,31,1,118594,1,1
1400,1,1,27,1,40606,0,0
1401,1,1,36,1,129304,0,0
1402,1,1,25,1,113118,1,0
1403,1,0,41,1,133131,1,0
1404,1,1,30,1,106876,1,1
1405,1,1,32,1,130870,1,1
1406,1,1,29,1,125621,0,0
1407,1,0,27,1,78923,0,0
1408,1,1,32,1,123983,1,0
1409,1,1,25,1,75184,0,0
1410,1,0,24,1,109693,1,0
1411,1,1,63,2,86273,0,0
1412,1,0,42,2,113190,0,0
1413,1,1,22,1,109274,0,0
1414,1,1,46,2,143489,1,1
1415,1,1,24,1,99570,1,1
1416,1,0,30,1,139468,1,1
1417,1,1,44,2,108627,0,0
1418,1,0,25,1,106355,1,0
1419,1,1,27,1,96952,1,0
1420,1,1,27,1,141502,1,1
1421,1,1,34,1,110420,1,1
1422,1,1,18,1,97741,1,1
1423,1,1,25,1,99583,1,1
1424,1,1,21,1,63698,0,0
1425,1,1,26,1,116688,1,1
1426,1,1,27,1,131542,2,1
1427,1,0,25,1,136055,1,1
1428,1,1,30,1,100195,1,1
1429,1,0,66,3,131001,1,0
1430,1,1,25,1,104062,1,1
1431,1,1,43,2,137689,1,0
1432,1,1,35,1,137705,1,1
1433,1,0,70,3,69915,0,0
1434,1,0,35,1,68731,0,0
1435,1,1,26,1,105726,1,0
1436,1,0,29,1,78078,0,0
1437,1,1,22,1,110835,0,0
1438,1,0,26,1,115531,1,1
1439,1,1,36,1,92723,0,0
1440,1,1,35,1,107509,1,1
1441,1,1,28,1,116763,1,1
1442,1,1,24,1,100733,1,0
1443,1,1,34,1,92652,0,0
1444,1,1,25,1,106987,1,0
1445,1,1,54,2,51882,0,0
1446,1,0,46,2,104751,0,0
1447,1,1,42,1,50947,0,0
1448,1,0,45,2,126986,0,0
1449,1,0,48,2,110223,0,0
1450,1,0,21,1,100591,0,0
1451,1,1,31,1,123257,1,0
1452,1,0,35,1,137736,1,1
1453,1,1,36,1,110221,1,1
1454,1,1,32,1,99703,0,0
1455,1,1,26,1,106667,0,0
1456,1,1,34,1,143319,1,0
1457,1,1,65,2,135557,1,1
1458,1,1,50,2,93390,0,0
1459,1,1,39,1,97577,1,0
1460,1,0,52,2,124196,0,0
1461,1,1,36,1,81136,0,0
1462,1,1,29,1,119439,1,0
1463,1,1,36,1,145231,1,1
1464,1,1,36,1,85623,0,0
1465,1,1,27,1,145373,1,1
1466,1,1,36,1,135896,2,1
1467,1,1,26,1,106470,1,1
1468,1,0,57,2,113334,1,1
1469,1,0,27,1,100560,0,0
1470,1,1,58,2,108442,0,0
1471,1,1,27,1,64472,0,0
1472,1,1,49,2,120207,1,0
1473,1,1,43,2,101680,1,0
1474,1,0,45,2,92342,0,0
1475,1,1,27,1,98611,0,0
1476,1,1,34,1,97613,1,1
1477,1,1,21,1,82298,0,0
1478,1,1,54,2,125302,1,1
1479,1,1,43,2,108725,0,0
1480,1,0,25,1,85569,0,0
1481,1,0,57,2,110372,0,0
1482,1,1,26,1,100511,1,1
1483,1,0,30,1,110455,1,0
1484,1,0,58,2,141993,0,0
1485,1,1,25,1,121789,1,1
1486,1,1,23,1,138967,1,0
1487,1,0,22,1,105230,1,0
1488,1,1,21,1,90656,1,1
1489,1,1,20,1,115445,1,1
1490,1,1,22,1,59955,0,0
1491,1,0,27,1,126268,1,1
1492,1,0,24,1,80830,0,0
1493,1,1,23,1,123625,1,0
1494,1,1,26,1,102543,1,1
1495,1,0,28,1,101948,1,0
1496,1,1,64,3,142280,1,0
1497,1,1,26,1,105434,1,1
1498,1,1,31,1,106115,1,0
1499,1,0,28,1,111057,0,0
1500,1,1,25,1,117758,1,1
1501,1,0,49,2,118396,0,0
1502,1,1,33,1,136260,1,1
1503,1,0,27,1,97192,1,0
1504,1,1,59,2,62101,0,0
1505,1,1,28,1,123497,1,0
1506,1,1,24,1,120326,1,1
1507,1,1,26,1,66645,0,0
1508,1,0,33,1,83429,0,0
1509,1,0,37,1,107539,1,1
1510,1,1,46,2,153880,1,0
1511,1,1,62,2,140178,0,1
1512,1,0,26,1,100402,0,0
1513,1,1,49,2,122158,0,0
1514,1,1,25,1,89331,0,0
1515,1,1,37,1,125359,0,0
1516,1,0,31,1,124110,1,0
1517,1,0,25,1,93526,0,0
1518,1,1,21,1,70170,0,0
1519,1,1,27,1,82357,0,0
1520,1,1,29,1,126745,1,0
1521,1,1,30,1,103326,1,1
1522,1,1,26,1,116048,1,1
1523,1,1,40,2,137115,0,0
1524,1,1,23,1,105365,1,1
1525,1,1,31,1,95911,1,0
1526,1,1,29,1,88669,0,0
1527,1,0,22,1,103776,0,0
1528,1,1,26,1,108864,1,1
1529,1,0,39,1,106037,1,1
1530,1,0,35,1,84851,0,0
1531,1,1,26,1,95748,1,1
1532,1,1,28,1,133616,1,1
1533,1,1,56,2,132752,1,0
1534,1,1,22,1,95712,1,1
1535,1,1,26,1,109063,1,0
1536,1,0,41,1,113521,1,0
1537,1,1,29,1,109380,1,1
1538,1,1,42,2,82558,0,0
1539,1,1,50,2,124777,1,1
1540,1,1,33,1,133542,1,0
1541,1,1,28,1,116492,1,1
1542,1,1,27,1,68834,0,0
1543,1,1,27,1,124023,1,0
1544,1,0,28,1,63882,0,0
1545,1,1,24,1,122492,1,1
1546,1,0,28,1,141453,2,1
1547,1,1,32,1,99327,1,0
1548,1,0,32,1,45590,0,0
1549,1,0,30,1,71167,0,0
1550,1,1,29,1,111992,1,0
1551,1,1,37,1,145140,1,1
1552,1,1,24,1,49672,0,0
1553,1,1,36,1,75536,0,0
1554,1,1,40,2,86720,0,0
1555,1,1,51,2,97729,0,0
1556,1,1,33,1,106808,0,0
1557,1,0,31,1,117971,1,0
1558,1,1,29,1,97731,1,1
1559,1,0,48,2,109196,0,0
1560,1,1,25,1,94905,1,0
1561,1,0,28,1,57480,0,0
1562,1,1,23,1,109175,1,1
1563,1,1,32,1,111174,1,1
1564,1,1,34,1,127255,1,0
1565,1,0,23,1,115499,1,0
1566,1,1,25,1,109499,1,1
1567,1,0,25,1,104696,1,0
1568,1,1,27,1,104467,1,0
1569,1,1,29,1,120157,1,0
1570,1,1,46,2,81200,0,0
1571,1,1,61,2,97558,0,0
1572,1,1,25,1,95914,1,0
1573,1,1,67,3,128053,1,0
1574,1,1,49,2,101734,0,0
1575,1,1,21,1,126009,1,0
1576,1,0,19,1,91232,0,0
1577,1,1,67,3,128343,0,0
1578,1,1,31,1,110040,1,1
1579,1,1,27,1,38247,0,0
1580,1,1,37,1,129027,0,0
1581,1,1,27,1,115026,1,0
1582,1,0,36,1,130323,1,0
1583,1,1,24,1,103181,1,1
1584,1,1,31,1,138307,1,1
1585,1,1,29,1,122564,0,0
1586,1,0,28,1,82351,0,0
1587,1,1,34,1,125351,1,0
1588,1,1,26,1,82940,0,0
1589,1,0,21,1,108029,1,0
1590,1,1,63,2,82734,0,0
1591,1,0,38,2,116816,0,0
1592,1,1,20,1,113472,0,0
1593,1,1,44,2,143343,1,1
1594,1,1,31,1,104074,1,1
1595,1,0,33,1,138525,1,1
1596,1,1,49,2,106960,0,0
1597,1,0,26,1,108323,1,0
1598,1,1,28,1,95784,1,0
1599,1,1,30,1,140673,1,1
1600,1,1,36,1,104235,1,1
1601,1,1,27,1,54041,0,0
1602,0,0,23,0,107961,0,0
1603,0,0,31,0,113757,1,0
1604,1,1,27,1,94884,1,0
